-2 1.71464
-1.83333 1.75036
-1.66667 1.79714
-1.5 1.86126
-1.33333 1.95522
-1.16667 2.10789
-1 2.40537
-0.833333 3.26603
-0.666667 7.83721
-0.5 12.3323
-0.333333 13.5556
-0.166667 12.4065
0 11.1183
0.166667 8.93216
0.333333 7.05619
0.5 5.72686
0.666667 4.82936
0.833333 4.22598
1 3.812
1.16667 3.5186
1.33333 3.30336
1.5 3.1403
1.66667 3.01324
1.83333 2.91183
2 2.82921
